ABMI Site,RAM Lot,Sorting Tech.,Date Sorted,Date Collected,Collector(s),,,,,,Vials,Coarse Group,Kingdom,Phylum,SubPhylum,Class,SubClass,InfraClass,Order,SubOrder,Family,Subfamily,Genus,Species,Final Id,Authority,Life Stage,Determined,,,Specimen Count,Notes,Vial Storage,TMS Number,Year
CABIN-W973,ABMI.2022.CABIN-W973.A,LaPierre,22-Sep-22,7/24/2022,Shaw,Linus,,,,,jar,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Planorbella,subcrenata,Planorbella subcrenata,"(Carpenter, 1857)",unknown,LaPierre,Alex,12/16/2022,1,,jar,ABMI.A.44066,2022
W1006,ABMI.2022.W1006.A,Beamish,16-Sep-22,7/26/2022,Beamish,Kathleen,,,,,mv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Libellula,sp.,Libellula,"Linnaeus, 1758",nymph,Tebby,Cheryl,1/19/2023,1,,mv,ABMI.A.33562,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Sigara,conocephala,Sigara conocephala,"(Hungerford, 1926)",adult,LaPierre,Alex,2/17/2023,2,male and female,mv,ABMI.A.44356,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Sigara,conocephala,Sigara conocephala,"(Hungerford, 1926)",adult,LaPierre,Alex,2/17/2023,6,3 females 3 males,mv,ABMI.A.44360,2022
CABIN-W1188-D,ABMI.2022.CABIN-W1188-D.A,Tebby,15-Nov-22,7/10/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,LaPierre,Alex,5/5/2023,1,,mv,ABMI.A.44648,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44741,2022
W1021,ABMI.2022.W1021.A,Lachance,13-Oct-22,6/28/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,Tebby,Cheryl,2/17/2023,1,,mv,ABMI.A.33728,2022
CABIN-W1221-D,ABMI.2022.CABIN-W1221-D.A,LaPierre,23-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,LaPierre,Alex,5/29/2023,1,,mv,ABMI.A.44827,2022
CABIN-W1055,ABMI.2022.CABIN-W1055.A,Hinchliffe,20-Oct-22,6/28/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,LaPierre,Alex,4/21/2023,2,,mv,ABMI.A.44542,2022
W1055,ABMI.2022.W1055.A,LaPierre,19-Oct-22,6/28/2022,Bishop,Bee,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,Tebby,Cheryl,3/31/2023,2,,mv,ABMI.A.33918,2022
CABIN-W1019,ABMI.2022.CABIN-W1019.A,Beamish,6-Feb-23,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,sp.,Trichocorixa,"Kirkaldy, 1908",adult,LaPierre,Alex,2/10/2023,1,"~male, abdomen with female-like characteristics",mv,ABMI.A.44295,2022
CABIN-W1019,ABMI.2022.CABIN-W1019.A,Beamish,6-Feb-23,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,LaPierre,Alex,2/10/2023,43,females,mv,ABMI.A.44293,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,LaPierre,Alex,2/17/2023,25,8 females 17 males,mv,ABMI.A.44358,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,LaPierre,Alex,2/17/2023,7,3 females 4 males,mv,ABMI.A.44361,2022
CABIN-W1019,ABMI.2022.CABIN-W1019.A,Beamish,6-Feb-23,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,LaPierre,Alex,2/10/2023,81,males,mv,ABMI.A.44292,2022
W1019-D,ABMI.2022.W1019-D.A,Beamish,6-Oct-22,6/29/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,Tebby,Cheryl,2/14/2023,83,,mv,ABMI.A.33696,2022
CABIN-W986,ABMI.2022.CABIN-W986.A,Hinchliffe,25-Oct-22,7/7/2022,,,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,LaPierre,Alex,1/30/2023,1,female,mv,ABMI.A.44222,2022
W1019,ABMI.2022.W1019.A,Beamish,6-Oct-22,6/29/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,borealis,Trichocorixa borealis,"Sailer, 1948",adult,Tebby,Cheryl,2/14/2023,11,,mv,ABMI.A.33689,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,occidentalis,Graphoderus occidentalis,"Horn, 1883",adult,LaPierre,Alex,5/12/2023,2,,mv,ABMI.A.44709,2022
CABIN-W1038,ABMI.2022.CABIN-W1038.A,Beamish,4-Oct-22,7/22/2022,Shaw,Linus,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,cf. latipennis,Caenis cf. latipennis,"Banks, 1907",nymph,LaPierre,Alex,1/5/2023,1,9 fimbriate spurs on hind tarsus; sternum 9 truncate approaching notched,mv,ABMI.A.44081,2022
CABIN-W1038,ABMI.2022.CABIN-W1038.A,Beamish,4-Oct-22,7/22/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,LaPierre,Alex,1/5/2023,1,,mv,ABMI.A.44095,2022
W1004,ABMI.2022.W1004.A,Beamish,7-Sep-22,7/25/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,Tebby,Cheryl,12/5/2022,1,,mv,ABMI.A.33453,2022
CABIN-W1004,ABMI.2022.CABIN-W1004.A,Beamish,29-Sep-22,7/25/2022,Beamish,Kathleen,,,,,scv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,LaPierre,Alex,12/16/2022,9,,scv,ABMI.A.44057,2022
CABIN-W1006,ABMI.2022.CABIN-W1006.A,LaPierre,19-Sep-22,7/26/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,LaPierre,Alex,12/5/2022,2,,mv,ABMI.A.44025,2022
CABIN-W1004,ABMI.2022.CABIN-W1004.A,Beamish,29-Sep-22,7/25/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",adult,LaPierre,Alex,12/16/2022,1,male,mv,ABMI.A.44054,2022
W1189,ABMI.2022.W1189.A,Lachance,27-Oct-22,7/14/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Lymnaeidae,,Stagnicola,sp.,Stagnicola,"Leach, 1830",unknown,Tebby,Cheryl,4/13/2023,1,Genus only,mv,ABMI.A.33950,2022
CABIN-W1019,ABMI.2022.CABIN-W1019.A,Beamish,6-Feb-23,6/29/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,2/13/2023,2,,mv,ABMI.A.44297,2022
CABIN-W938,ABMI.2022.CABIN-W938.A,Beamish,24-Oct-22,7/23/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,1/19/2023,1,,mv,ABMI.A.44176,2022
W988,ABMI.2022.W988.A,Hinchliffe,12-Oct-22,7/8/2022,Beamish,Kathleen,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,1/31/2023,1,,mv,ABMI.A.33638,2022
W1020,ABMI.2022.W1020.A,LaPierre,7-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,2/15/2023,1,,mv,ABMI.A.33707,2022
CABIN-W1020,ABMI.2022.CABIN-W1020.A,Hinchliffe,11-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,2/23/2023,3,,mv,ABMI.A.44367,2022
CABIN-W1187,ABMI.2022.CABIN-W1187.A,Lachance,27-Oct-22,7/13/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,4/28/2023,1,,mv,ABMI.A.44578,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44742,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44749,2022
W1020-D,ABMI.2022.W1020-D.A,Beamish,28-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,2/17/2023,9,,mv,ABMI.A.33716,2022
CABIN-W1221,ABMI.2022.CABIN-W1221.A,LaPierre,22-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,5/26/2023,1,,mv,ABMI.A.44790,2022
CABIN-W1221,ABMI.2022.CABIN-W1221.A,LaPierre,22-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,5/26/2023,1,,mv,ABMI.A.44807,2022
W1220,ABMI.2022.W1220.A,Lachance,28-Sep-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,5/12/2023,1,,mv,ABMI.A.34138,2022
W1006,ABMI.2022.W1006.A,Beamish,16-Sep-22,7/26/2022,Beamish,Kathleen,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,1/19/2023,1,,mv,ABMI.A.33566,2022
W1019-D,ABMI.2022.W1019-D.A,Beamish,6-Oct-22,6/29/2022,Beamish,Kathleen,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,2/14/2023,9,,mv,ABMI.A.33698,2022
CABIN-W988,ABMI.2022.CABIN-W988.A,Hinchliffe,25-Oct-22,7/8/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,1/30/2023,3,,mv,ABMI.A.44236,2022
W1019,ABMI.2022.W1019.A,Beamish,6-Oct-22,6/29/2022,Beamish,Kathleen,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,2/14/2023,2,,mv,ABMI.A.33691,2022
CABIN-W1020-D,ABMI.2022.CABIN-W1020-D.A,Hinchliffe,13-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,LaPierre,Alex,3/24/2023,2,,mv,ABMI.A.44439,2022
W1055,ABMI.2022.W1055.A,LaPierre,19-Oct-22,6/28/2022,Bishop,Bee,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,3/31/2023,2,,mv,ABMI.A.33917,2022
W1053,ABMI.2022.W1053.A,Tebby,26-Oct-22,7/10/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Sympetrum,sp.,Sympetrum,"Newman, 1833",nymph,LaPierre,Alex,3/31/2023,1,,mv,ABMI.A.33879,2022
CABIN-W988,ABMI.2022.CABIN-W988.A,Hinchliffe,25-Oct-22,7/8/2022,Shaw,Linus,,,,,mv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Sympetrum,sp.,Sympetrum,"Newman, 1833",nymph,LaPierre,Alex,1/30/2023,1,instar 4,mv,ABMI.A.44234,2022
W973,ABMI.2022.W973.A,Beamish,12-Sep-22,7/24/2022,Beamish,Kathleen,,,,,scv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Helisoma,anceps,Helisoma anceps,"(Menke, 1830)",unknown,Tebby,Cheryl,12/9/2022,2,,scv,ABMI.A.33454,2022
CABIN-W973,ABMI.2022.CABIN-W973.A,LaPierre,22-Sep-22,7/24/2022,Shaw,Linus,,,,,scv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Helisoma,anceps,Helisoma anceps,"(Menke, 1830)",unknown,LaPierre,Alex,12/16/2022,1,,scv,ABMI.A.44065,2022
CABIN-W1054,ABMI.2022.CABIN-W1054.A,Hinchliffe,18-Oct-22,6/29/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,4/14/2023,1,,mv,ABMI.A.44489,2022
CABIN-W1189,ABMI.2022.CABIN-W1189.A,Hinchliffe,24-Oct-22,7/14/2022,Beamish,Kathleen,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,5/5/2023,4,,mv,ABMI.A.44673,2022
W1220-D,ABMI.2022.W1220-D.A,Lachance,11-Oct-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,Tebby,Cheryl,5/15/2023,1,,mv,ABMI.A.34158,2022
CABIN-W1220-D,ABMI.2022.CABIN-W1220-D.A,LaPierre,29-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44758,2022
CABIN-W1249-D,ABMI.2022.CABIN-W1249-D.A,LaPierre,18-Nov-22,7/7/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,6/5/2023,2,,mv,ABMI.A.44892,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44746,2022
CABIN-W1188,ABMI.2022.CABIN-W1188.A,LaPierre,10-Nov-22,7/10/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,4/28/2023,1,,mv,ABMI.A.44593,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,5/12/2023,1,,mv,ABMI.A.44701,2022
CABIN-W1221,ABMI.2022.CABIN-W1221.A,LaPierre,22-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,5/26/2023,1,,mv,ABMI.A.44795,2022
W986,ABMI.2022.W986.A,Lachance,6-Oct-22,7/7/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,Tebby,Cheryl,1/31/2023,1,,mv,ABMI.A.33630,2022
W1021,ABMI.2022.W1021.A,Lachance,13-Oct-22,6/28/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,Tebby,Cheryl,2/17/2023,1,,mv,ABMI.A.33737,2022
CABIN-W1021-D,ABMI.2022.CABIN-W1021-D.A,Beamish,14-Oct-22,6/28/2022,Beamish,Kathleen,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Enochrus,sp.,Enochrus,"Thomson, 1859",larva,LaPierre,Alex,3/17/2023,1,,mv,ABMI.A.44406,2022
CABIN-W1054,ABMI.2022.CABIN-W1054.A,Hinchliffe,18-Oct-22,6/29/2022,Bishop,Bee,,,,,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsus,sp. N RPH,Tanytarsus sp. N RPH,,larva,LaPierre,Alex,4/26/2023,1,,slide,ABMI.A.44567,2022
CABIN-W938,ABMI.2022.CABIN-W938.A,Beamish,24-Oct-22,7/23/2022,Lachance,Rose,,,,,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsus,sp. N RPH,Tanytarsus sp. N RPH,,larva,LaPierre,Alex,2/16/2023,1,,slide,ABMI.A.44306,2022
CABIN-W1039,ABMI.2022.CABIN-W1039.A,Lachance,5-Oct-22,7/23/2022,Beamish,Kathleen,,,,,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsus,sp. N RPH,Tanytarsus sp. N RPH,,larva,LaPierre,Alex,5/3/2023,1,,slide,ABMI.A.44612,2022
W1054-D,ABMI.2022.W1054-D.A,Tebby,20-Oct-22,6/29/2022,Bishop,Bee,,,,,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsus,sp. N JEP,Tanytarsus sp. N JEP,,larva,Tebby,Cheryl,3/28/2023,1,,slide,ABMI.A.34004,2022
W938,ABMI.2022.W938.A,Lachance,24-Oct-22,7/23/2022,Lachance,Rose,,,,,slide,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsus,sp. N JEP,Tanytarsus sp. N JEP,,larva,Tebby,Cheryl,2/7/2023,1,,slide,ABMI.A.33670,2022
CABIN-W1038-D,ABMI.2022.CABIN-W1038-D.A,LaPierre,4-Oct-22,7/22/2022,Shaw,Linus,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Promenetus,exacuous,Promenetus exacuous,"(Say, 1821)",unknown,LaPierre,Alex,1/9/2023,1,,mv,ABMI.A.44120,2022
W988,ABMI.2022.W988.A,Hinchliffe,12-Oct-22,7/8/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Sympetrum,obtrusum,Sympetrum obtrusum,"(Hagen, 1867)",nymph,Tebby,Cheryl,1/31/2023,1,,mv,ABMI.A.33643,2022
CABIN-W1005,ABMI.2022.CABIN-W1005.A,Hinchliffe,17-Oct-22,7/21/2022,Lachance,Rose,,,,,mv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Sympetrum,obtrusum,Sympetrum obtrusum,"(Hagen, 1867)",nymph,LaPierre,Alex,2/9/2023,1,,mv,ABMI.A.44280,2022
