Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Location,Time,Depth (metres),Temperature (Degrees Celsius),pH,Dissolved Oxygen (milligrams/Litre),Conductivity (mSiemens/cm),Salinity (parts per thousand),Total Nitrogen (micrograms/Litre),Total Phosphorous (micrograms/Litre),Dissolved Organic Carbon (milligrams/Litre),Turbidity
Rotation 1,1476,2014,24-Jul-14,JSO,Position 3,13:00,2,17.6,9.49,1.5,4.28,2.26,3610,101,116.9,PNA
Rotation 1,1503,2014,7-Jul-14,KWI,Deepest Point,13:10,0.7,22.78,11.07,14.5,26.8,16.36,4790,284,52.6,PNA
Rotation 1,1503,2014,7-Jul-14,KWI,Position 2,13:10,0.6,22.99,11.09,15.13,26.8,16.23,4790,284,52.6,PNA
Rotation 1,1503,2014,7-Jul-14,KWI,Position 3,13:10,0.7,24.24,10.83,10.89,26.8,16.39,4790,284,52.6,PNA
Rotation 1,1504,2014,11-Jul-14,KWI,Deepest Point,13:01,2.3,22.39,9.74,11.7,2.1,1.01,2170,872,42,PNA
Rotation 1,1504,2014,11-Jul-14,KWI,Position 2,13:01,2.3,22.14,9.76,12.22,2.1,1.07,2170,872,42,PNA
Rotation 1,1504,2014,11-Jul-14,KWI,Position 3,13:01,1.9,22.5,9.78,12.18,2.11,1.07,2170,872,42,PNA
Rotation 1,1505,2014,28-Jun-14,KWI,Deepest Point,13:20,0.4,21.93,11.4,14.61,9.1,5.05,2980,85,152.1,PNA
Rotation 1,1505,2014,28-Jun-14,KWI,Position 2,13:20,0.3,21.84,11.61,13.34,9.36,5.22,2980,85,152.1,PNA
Rotation 1,1505,2014,28-Jun-14,KWI,Position 3,13:20,0.3,21.91,11.62,13.61,9.44,5.26,2980,85,152.1,PNA
Rotation 1,1522,2014,25-Jun-14,KWI,Deepest Point,13:04,0.4,19.68,8.88,8.59,33.1,20.55,11050,261,151.6,PNA
Rotation 1,1522,2014,25-Jun-14,KWI,Position 2,13:04,0.4,19.87,7.81,8.82,33.1,20.55,11050,261,151.6,PNA
Rotation 1,1522,2014,25-Jun-14,KWI,Position 3,13:04,0.3,19.99,9.45,8.82,33.1,20.05,11050,261,151.6,PNA
Rotation 1,1523,2014,27-Jun-14,KWI,Deepest Point,13:13,0.4,21.74,9.84,12.06,19.5,11.55,4140,114,55.8,PNA
Rotation 1,1523,2014,27-Jun-14,KWI,Position 2,13:13,0.4,21.71,9.79,11.47,19.5,11.54,4140,114,55.8,PNA
Rotation 1,1523,2014,27-Jun-14,KWI,Position 3,13:13,0.4,21.48,8.79,9.73,19.4,11.48,4140,114,55.8,PNA
Rotation 1,1524,2014,29-Jun-14,KWI,Deepest Point,15:26,3.6,18.66,8.44,7.45,0.252,0.12,1430,147,14.12,PNA
Rotation 1,1524,2014,29-Jun-14,KWI,Position 2,15:26,2.7,18.67,8.82,7.3,0.253,0.12,1430,147,14.12,PNA
Rotation 1,1524,2014,29-Jun-14,KWI,Position 3,15:26,1.7,18.65,8.81,7.4,0.255,0.12,1430,147,14.12,PNA
Rotation 1,1542,2014,9-Jul-14,KWI,Deepest Point,13:01,5.7,23.48,8.18,9.6,0.486,0.23,1640,98,20.8,PNA
Rotation 1,1542,2014,9-Jul-14,KWI,Position 2,13:01,6.5,23.04,9.39,9.35,0.487,0.23,1640,98,20.8,PNA
Rotation 1,1542,2014,9-Jul-14,KWI,Position 3,13:01,5.4,22.97,9.48,9.72,0.491,0.24,1640,98,20.8,PNA
Rotation 1,1543,2014,10-Jul-14,KWI,Deepest Point,13:03,2.6,24.43,8.51,8.48,0.655,0.32,983,41,10.8,PNA
Rotation 1,1543,2014,10-Jul-14,KWI,Position 2,13:03,2.5,24.36,8.95,8.62,0.661,0.32,983,41,10.8,PNA
Rotation 1,1543,2014,10-Jul-14,KWI,Position 3,13:03,2.5,24.48,9.09,8.67,0.655,0.32,983,41,10.8,PNA
Rotation 1,1553,2014,20-Jul-14,JBU,Deepest Point,13:12,2.5,21.3,9.36,8.92,2.83,1.46,3100,2685,36.2,PNA
Rotation 1,1553,2014,20-Jul-14,JBU,Position 2,13:12,2.4,21.27,9.34,9.02,2.82,1.46,3100,2685,36.2,PNA
Rotation 1,1553,2014,20-Jul-14,JBU,Position 3,13:12,2.4,21.19,9.32,8.94,2.83,1.46,3100,2685,36.2,PNA
Rotation 1,1554,2014,21-Jul-14,JBU,Deepest Point,13:19,1.7,20.11,9.71,7.04,3.65,1.91,2630,101,28.7,PNA
Rotation 1,1554,2014,21-Jul-14,JBU,Position 2,13:19,1.6,20.22,9.71,7.02,3.64,1.9,2630,101,28.7,PNA
Rotation 1,1554,2014,21-Jul-14,JBU,Position 3,13:19,1.6,20.44,9.72,6.99,3.65,1.91,2630,101,28.7,PNA
Rotation 1,1555,2014,22-Jul-14,JBU,Deepest Point,14:22,1,21.53,9.87,15.5,1.53,0.77,2670,655,44.4,PNA
Rotation 1,1555,2014,22-Jul-14,JBU,Position 2,14:22,1,21.61,9.95,16.63,1.55,0.78,2670,655,44.4,PNA
Rotation 1,1555,2014,22-Jul-14,JBU,Position 3,14:22,1,21.84,10.1,16.58,1.58,0.79,2670,655,44.4,PNA
Rotation 1,1570,2014,23-Jul-14,JBU,Deepest Point,13:15,1.3,21.15,8.69,6.57,10.21,5.73,3240,79,43.6,PNA
Rotation 1,1570,2014,23-Jul-14,JBU,Position 2,13:15,1.2,20.88,8.74,6.49,10.21,5.73,3240,79,43.6,PNA
Rotation 1,1570,2014,23-Jul-14,JBU,Position 3,13:15,1.1,21.03,8.84,6.49,10.15,5.69,3240,79,43.6,PNA
Rotation 1,1571,2014,24-Jul-14,JBU,Deepest Point,13:32,4.5,21.09,10.23,9.26,0.333,0.16,2070,324,14.3,PNA
Rotation 1,1571,2014,24-Jul-14,JBU,Position 2,13:32,3.8,21.1,10.22,9.09,0.333,0.16,2070,324,14.3,PNA
Rotation 1,1571,2014,24-Jul-14,JBU,Position 3,13:32,3.4,21.08,10.22,8.81,0.336,0.16,2070,324,14.3,PNA
Rotation 1,1572,2014,25-Jul-14,JBU,Deepest Point,13:15,3.7,17.29,8.12,5.85,0.474,0.23,2680,184,15.9,PNA
Rotation 1,1572,2014,25-Jul-14,JBU,Position 2,13:15,2.2,17.39,8.23,6.2,0.467,0.22,2680,184,15.9,PNA
Rotation 1,1572,2014,25-Jul-14,JBU,Position 3,13:15,1.8,17.49,8.37,7.01,0.466,0.22,2680,184,15.9,PNA
Rotation 1,1587,2014,26-Jul-14,JBU,Deepest Point,13:02,2.1,16.51,8.55,8.85,0.311,0.15,782,95,64,PNA
Rotation 1,1587,2014,26-Jul-14,JBU,Position 2,13:02,2.2,16.46,8.56,8.81,0.311,0.15,782,95,64,PNA
Rotation 1,1587,2014,26-Jul-14,JBU,Position 3,13:02,2.1,16.55,8.78,8.78,0.311,0.15,782,95,64,PNA
Rotation 1,1588,2014,26-Jul-14,KWI,Deepest Point,13:09,4.9,21.03,9.89,9.29,0.29,0.14,754,41,5.2,PNA
Rotation 1,1588,2014,26-Jul-14,KWI,Position 2,13:09,4.4,20.81,9.96,9.03,0.293,0.14,754,41,5.2,PNA
Rotation 1,1588,2014,26-Jul-14,KWI,Position 3,13:09,4.7,20.95,9.96,8.75,0.291,0.14,754,41,5.2,PNA
Rotation 1,1589,2014,27-Jul-14,JBU,Deepest Point,13:00,5.8,21.03,8.93,11.11,0.309,0.15,1340,142,6.1,PNA
Rotation 1,1589,2014,27-Jul-14,JBU,Position 2,13:00,5.2,21,9,11.4,0.313,0.15,1340,142,6.1,PNA
Rotation 1,1589,2014,27-Jul-14,JBU,Position 3,13:00,2.2,21.03,9.05,11.53,0.309,0.15,1340,142,6.1,PNA
Rotation 1,1631,2014,19-Jul-14,KWI,Deepest Point,13:00,1.1,19.18,9.96,4.48,1.2,0.6,2880,410,55.3,PNA
Rotation 1,1631,2014,19-Jul-14,KWI,Position 2,13:00,1.2,19.38,10.03,4.79,1.21,0.59,2880,410,55.3,PNA
Rotation 1,1631,2014,19-Jul-14,KWI,Position 3,13:00,1.1,19.57,10.22,8.35,1.2,0.6,2880,410,55.3,PNA
Rotation 1,1632,2014,21-Jul-14,KWI,Deepest Point,13:00,0.6,20,9.44,5.43,6.85,3.74,5310,1251,153.7,PNA
Rotation 1,1632,2014,21-Jul-14,KWI,Position 2,13:00,0.6,20.79,9.45,5.64,6.78,3.69,5310,1251,153.7,PNA
Rotation 1,1632,2014,21-Jul-14,KWI,Position 3,13:00,0.4,20.74,9.46,5.55,6.79,3.7,5310,1251,153.7,PNA
Rotation 1,1654,2014,26-Jun-14,JBU,Deepest Point,13:00,1.6,18.29,8.94,6.32,0.483,0.23,2080,1329,23.6,PNA
Rotation 1,1654,2014,26-Jun-14,JBU,Position 2,13:00,1.6,18.19,8.9,6.07,0.487,0.23,2080,1329,23.6,PNA
Rotation 1,1654,2014,26-Jun-14,JBU,Position 3,13:00,1.5,18.11,8.86,6.01,0.481,0.23,2080,1329,23.6,PNA
Rotation 1,818B,2014,6-Jul-14,KRI,Deepest Point,13:00,1.5,20.65,7.51,9.97,0.185,0.09,1260,107,29.9,PNA
Rotation 1,818B,2014,6-Jul-14,KRI,Position 2,13:00,1.4,21.41,8.06,9.22,0.163,0.08,1260,107,29.9,PNA
Rotation 1,818B,2014,6-Jul-14,KRI,Position 3,13:00,1.3,21.04,8.17,9.37,0.163,0.08,1260,107,29.9,PNA
Rotation 1,OGW-ABMI-387-11,2014,29-Jul-14,RHO2,Deepest Point,13:22,4.3,23.86,8.57,12.35,0.623,0.3,2070,67,32.9,PNA
Rotation 1,OGW-ABMI-387-11,2014,29-Jul-14,RHO2,Position 2,13:22,2,23.44,8.45,11.13,0.626,0.3,2070,67,32.9,PNA
Rotation 1,OGW-ABMI-387-11,2014,29-Jul-14,RHO2,Position 3,13:22,1.9,23.34,8.49,11.01,0.625,0.3,2070,67,32.9,PNA
Rotation 1,OGW-ABMI-449-11,2014,24-Jul-14,KTU,Deepest Point,13:15,1.3,20.72,8.71,6.82,0.119,0.06,1100,20,32.1,PNA
Rotation 1,OGW-ABMI-449-11,2014,24-Jul-14,KTU,Position 2,13:15,1.1,20.76,8.75,6.72,0.119,0.06,1100,20,32.1,PNA
Rotation 1,OGW-ABMI-449-11,2014,24-Jul-14,KTU,Position 3,13:15,1,20.82,8.8,6.68,0.118,0.06,1100,20,32.1,PNA
Rotation 1,OGW-ABMI-469-11,2014,8-Jul-14,RHO2,Deepest Point,13:20,3.1,12.97,6.1,0.68,0.108,0.05,989,36,22.6,PNA
Rotation 1,OGW-ABMI-469-11,2014,8-Jul-14,RHO2,Position 2,13:20,1.9,11.78,6.39,0.58,0.11,0.05,989,36,22.6,PNA
Rotation 1,OGW-ABMI-469-11,2014,8-Jul-14,RHO2,Position 3,13:20,1.8,13.27,6.07,0.58,0.106,0.05,989,36,22.6,PNA
Rotation 1,OGW-ABMI-582-11,2014,11-Jul-14,RHO2,Deepest Point,13:13,1.4,18.65,8.81,9.96,0.286,0.14,1870,82,23,PNA
Rotation 1,OGW-ABMI-582-11,2014,11-Jul-14,RHO2,Position 2,13:13,1.8,18.88,8.61,7.1,0.304,0.14,1870,82,23,PNA
Rotation 1,OGW-ABMI-582-11,2014,11-Jul-14,RHO2,Position 3,13:13,1.4,18.92,8.62,7.45,0.297,0.14,1870,82,23,PNA
Rotation 1,OGW-ABMI-599-11,2014,5-Jul-14,RHO2,Deepest Point,13:10,12.2,20.37,6.29,5.2,0.185,0.09,1110,171,48.6,PNA
Rotation 1,OGW-ABMI-599-11,2014,5-Jul-14,RHO2,Position 2,13:10,9.5,20.38,6.24,5.17,0.185,0.09,1110,171,48.6,PNA
Rotation 1,OGW-ABMI-599-11,2014,5-Jul-14,RHO2,Position 3,13:10,5.4,20.42,6.21,5.16,0.185,0.09,1110,171,48.6,PNA
Rotation 1,OGW-ABMI-599-12,2014,6-Jul-14,RHO2,Deepest Point,13:05,14.3,20.81,7.13,7.18,0.279,0.13,853,20,27,PNA
Rotation 1,OGW-ABMI-599-12,2014,6-Jul-14,RHO2,Position 2,13:05,12.9,20.8,7.11,7.23,0.279,0.13,853,20,27,PNA
Rotation 1,OGW-ABMI-599-12,2014,6-Jul-14,RHO2,Position 3,13:05,5.3,20.79,7.09,7.05,0.279,0.13,853,20,27,PNA
Rotation 1,OGW-ABMI-619-11,2014,10-Jul-14,RHO2,Deepest Point,12:48,1.8,18.51,7.24,4.83,0.418,0.2,1310,46,30.6,PNA
Rotation 1,OGW-ABMI-619-11,2014,10-Jul-14,RHO2,Position 2,12:48,1.3,18.55,7.3,4.8,0.429,0.2,1310,46,30.6,PNA
Rotation 1,OGW-ABMI-619-11,2014,10-Jul-14,RHO2,Position 3,12:48,1,18.62,7.34,4.77,0.439,0.21,1310,46,30.6,PNA
Rotation 1,OGW-ABMI-668-11,2014,24-Jul-14,RHO2,Deepest Point,13:49,1.6,21.43,6.62,7.44,0.047,0.03,1170,36,27.5,PNA
Rotation 1,OGW-ABMI-668-11,2014,24-Jul-14,RHO2,Position 2,13:49,1.6,21.41,6.58,7.37,0.048,0.03,1170,36,27.5,PNA
Rotation 1,OGW-ABMI-668-11,2014,24-Jul-14,RHO2,Position 3,13:49,1.6,21.42,6.52,7.14,0.048,0.03,1170,36,27.5,PNA
Rotation 1,OGW-ABMI-669-11,2014,25-Jul-14,RHO2,Deepest Point,13:11,2.1,20.63,7.07,7.38,0.212,0.1,844,63,17.7,PNA
Rotation 1,OGW-ABMI-669-11,2014,25-Jul-14,RHO2,Position 2,13:11,2,20.65,7.22,7.01,0.211,0.1,844,63,17.7,PNA
Rotation 1,OGW-ABMI-669-11,2014,25-Jul-14,RHO2,Position 3,13:11,1.9,20.75,7.27,6.77,0.212,0.1,844,63,17.7,PNA
Rotation 1,OGW-ABMI-669-12,2014,26-Jul-14,RHO2,Deepest Point,12:58,6.9,20.72,6.45,6.71,0.027,0.02,853,49,20,PNA
Rotation 1,OGW-ABMI-669-12,2014,26-Jul-14,RHO2,Position 2,12:58,5.8,20.8,6.33,6.83,0.027,0.02,853,49,20,PNA
Rotation 1,OGW-ABMI-669-12,2014,26-Jul-14,RHO2,Position 3,12:58,6.4,20.75,6.23,6.75,0.027,0.02,853,49,20,PNA
Rotation 1,OGW-ABMI-779-11,2014,13-Jul-14,RHO2,Deepest Point,13:40,1.6,20.26,7.67,3.5,1.008,0.46,2590,71,55.9,PNA
Rotation 1,OGW-ABMI-779-11,2014,13-Jul-14,RHO2,Position 2,13:40,0.6,21.68,8.52,11.71,0.991,0.49,2590,71,55.9,PNA
Rotation 1,OGW-ABMI-779-11,2014,13-Jul-14,RHO2,Position 3,13:40,0.6,23.28,8.51,9.85,1.004,0.47,2590,71,55.9,PNA
Rotation 1,OGW-ABMI-859-11,2014,20-Jul-14,RHO2,Deepest Point,12:40,10.4,21.58,7.95,7.56,0.419,0.2,560,31,10.1,PNA
Rotation 1,OGW-ABMI-859-11,2014,20-Jul-14,RHO2,Position 2,12:40,5.2,21.57,7.97,7.48,0.418,0.2,560,31,10.1,PNA
Rotation 1,OGW-ABMI-859-11,2014,20-Jul-14,RHO2,Position 3,12:40,4.5,21.58,7.98,7.41,0.418,0.2,560,31,10.1,PNA
Rotation 1,OGW-ABMI-938-11,2014,11-Jul-14,ATR,Deepest Point,13:00,6.1,20.95,7.78,7.06,0.516,0.25,803,32,8.2,PNA
Rotation 1,OGW-ABMI-938-11,2014,11-Jul-14,ATR,Position 2,13:00,6.2,20.98,7.94,7.03,0.515,0.25,803,32,8.2,PNA
Rotation 1,OGW-ABMI-938-11,2014,11-Jul-14,ATR,Position 3,13:00,6.2,21.01,8.06,7.16,0.515,0.25,803,32,8.2,PNA
Rotation 2,329,2015,6-Jul-15,SLO,Deepest Point,13:46,0.4,22.31,10.19,13.77,0.169,0.08,2370,242,27.8,PNA
Rotation 2,329,2015,6-Jul-15,SLO,Position 2,13:46,0.3,22.63,10.11,15.42,0.164,0.08,2370,242,27.8,PNA
Rotation 2,329,2015,6-Jul-15,SLO,Position 3,13:46,0.3,22.5,10.13,16.25,0.171,0.07,2370,242,27.8,PNA
Rotation 2,330,2015,7-Jul-15,JAD2,Deepest Point,13:00,2.6,19.23,8.28,7.62,0.2,0.1,608,17,12.4,PNA
Rotation 2,330,2015,7-Jul-15,JAD2,Position 2,13:00,2.3,19.27,8.3,7.53,0.202,0.1,608,17,12.4,PNA
Rotation 2,330,2015,7-Jul-15,JAD2,Position 3,13:00,1.7,19.39,8.34,7.72,0.202,0.1,608,17,12.4,PNA
Rotation 2,331,2015,7-Jul-15,SLO,Deepest Point,13:15,1.8,19.13,7.75,8.06,0.193,0.09,605,14,15.2,PNA
Rotation 2,331,2015,7-Jul-15,SLO,Position 2,13:15,1.7,19.12,7.69,8,0.192,0.09,605,14,15.2,PNA
Rotation 2,331,2015,7-Jul-15,SLO,Position 3,13:15,1.4,19.12,7.67,8.01,0.192,0.09,605,14,15.2,PNA
Rotation 2,358,2015,3-Jul-15,JGO2,Deepest Point,13:05,16.2,21.65,8.21,9.66,0.169,0.08,287,14,4.3,PNA
Rotation 2,358,2015,3-Jul-15,JGO2,Position 2,13:05,13.8,21.64,8.28,9.61,0.169,0.08,287,14,4.3,PNA
Rotation 2,358,2015,3-Jul-15,JGO2,Position 3,13:05,7.5,21.82,8.28,9.52,0.169,0.08,287,14,4.3,PNA
Rotation 2,359,2015,3-Jul-15,JAD2,Deepest Point,13:00,3.5,21.09,7.24,6.87,0.014,0.01,1330,33,8.7,PNA
Rotation 2,359,2015,3-Jul-15,JAD2,Position 2,13:00,3.4,21.11,6.95,6.69,0.014,0.01,1330,33,8.7,PNA
Rotation 2,359,2015,3-Jul-15,JAD2,Position 3,13:00,1,20.99,6.68,6.86,0.015,0.01,1330,33,8.7,PNA
Rotation 2,360,2015,8-Jul-15,SLO,Deepest Point,13:00,1.8,18.66,8.32,9.65,0.081,0.04,1140,31,18.1,PNA
Rotation 2,360,2015,8-Jul-15,SLO,Position 2,13:00,1.7,18.55,8.38,9.75,0.081,0.04,1140,31,18.1,PNA
Rotation 2,360,2015,8-Jul-15,SLO,Position 3,13:00,1.8,18.44,8.4,9.68,0.081,0.04,1140,31,18.1,PNA
Rotation 2,388,2015,3-Jul-15,SLO,Deepest Point,13:40,16.3,20.3,7.59,6.07,0.813,0.39,375,13,10,PNA
Rotation 2,388,2015,3-Jul-15,SLO,Position 2,13:40,12.2,20.29,7.55,5.27,0.813,0.39,375,13,10,PNA
Rotation 2,388,2015,3-Jul-15,SLO,Position 3,13:40,3.1,20.22,7.51,4.51,0.803,0.39,375,13,10,PNA
Rotation 2,389,2015,5-Jul-15,JAD2,Deepest Point,13:00,2.4,14.93,7.25,4.43,0.23,0.11,1060,60,18,PNA
Rotation 2,389,2015,5-Jul-15,JAD2,Position 2,13:00,2,14.69,7.01,2.91,0.236,0.11,1060,60,18,PNA
Rotation 2,389,2015,5-Jul-15,JAD2,Position 3,13:00,1.2,16.59,7.15,4.95,0.225,0.11,1060,60,18,PNA
Rotation 2,390,2015,5-Jul-15,SLO,Deepest Point,13:15,1.6,17.32,7.2,9.19,0.104,0.05,1000,21,18.1,PNA
Rotation 2,390,2015,5-Jul-15,SLO,Position 2,13:15,1.5,17.5,8.13,9.51,0.103,0.05,1000,21,18.1,PNA
Rotation 2,390,2015,5-Jul-15,SLO,Position 3,13:15,1.5,17.53,8.3,9.55,0.103,0.05,1000,21,18.1,PNA
Rotation 2,412,2015,22-Jul-15,JAD2,Deepest Point,13:11,1.3,17.35,7.7,7.46,0.111,0.05,1010,32,24.1,PNA
Rotation 2,412,2015,22-Jul-15,JAD2,Position 2,13:11,1.2,17.35,7.75,7.43,0.112,0.05,1010,32,24.1,PNA
Rotation 2,412,2015,22-Jul-15,JAD2,Position 3,13:11,1,17.33,7.79,7.43,0.112,0.05,1010,32,24.1,PNA
Rotation 2,413,2015,20-Jul-15,SLO,Deepest Point,13:11,1.7,15.09,7.06,5.93,0.1,0.05,1180,54,35.3,PNA
Rotation 2,413,2015,20-Jul-15,SLO,Position 2,13:11,0.9,17.77,7.14,7.24,0.101,0.05,1180,54,35.3,PNA
Rotation 2,413,2015,20-Jul-15,SLO,Position 3,13:11,0.9,17.08,7.01,7.1,0.101,0.05,1180,54,35.3,PNA
Rotation 2,414,2015,19-Jul-15,SLO,Deepest Point,13:11,1.4,17.29,6.46,4.24,0.048,0.03,1370,50,28.8,PNA
Rotation 2,414,2015,19-Jul-15,SLO,Position 2,13:11,1.4,17.62,6.29,5.36,0.047,0.03,1370,50,28.8,PNA
Rotation 2,414,2015,19-Jul-15,SLO,Position 3,13:11,1.2,17.71,6.15,5.58,0.048,0.03,1370,50,28.8,PNA
Rotation 2,442,2015,21-Jul-15,SLO,Deepest Point,13:05,1.1,17.13,6.99,4.64,0.061,0.03,2370,122,31.5,PNA
Rotation 2,442,2015,21-Jul-15,SLO,Position 2,13:05,1,17.35,6.88,6.88,0.056,0.03,2370,122,31.5,PNA
Rotation 2,442,2015,21-Jul-15,SLO,Position 3,13:05,0.8,17.44,6.99,8.03,0.056,0.03,2370,122,31.5,PNA
Rotation 2,443,2015,20-Jul-15,JAD2,Deepest Point,13:00,1.4,17.1,7.81,7.11,0.101,0.05,2800,87,34.4,PNA
Rotation 2,443,2015,20-Jul-15,JAD2,Position 2,13:00,1.3,17.85,7.88,7.3,0.102,0.05,2800,87,34.4,PNA
Rotation 2,443,2015,20-Jul-15,JAD2,Position 3,13:00,1.1,17.54,7.83,7.3,0.101,0.05,2800,87,34.4,PNA
Rotation 2,444,2015,18-Jul-15,SLO,Deepest Point,13:45,1.4,19.89,9.61,10.13,0.111,0.06,1470,26,32.5,PNA
Rotation 2,444,2015,18-Jul-15,SLO,Position 2,13:45,1.2,19.96,9.45,9.92,0.11,0.05,1470,26,32.5,PNA
Rotation 2,444,2015,18-Jul-15,SLO,Position 3,13:45,1.2,19.95,9.51,10.15,0.111,0.06,1470,26,32.5,PNA
Rotation 2,472,2015,21-Jul-15,JAD2,Deepest Point,13:00,2,17.62,7.04,6.1,0.073,0.04,1430,44,24.6,PNA
Rotation 2,472,2015,21-Jul-15,JAD2,Position 2,13:00,1.8,17.66,7.22,6.22,0.074,0.04,1430,44,24.6,PNA
Rotation 2,472,2015,21-Jul-15,JAD2,Position 3,13:00,1.9,17.5,7.09,6.12,0.076,0.04,1430,44,24.6,PNA
Rotation 2,473,2015,19-Jul-15,JAD2,Deepest Point,13:20,1.3,18.13,7.5,4.68,0.18,0.05,1940,111,36.9,PNA
Rotation 2,473,2015,19-Jul-15,JAD2,Position 2,13:20,0.9,18.09,7.05,4.58,0.14,0.05,1940,111,36.9,PNA
Rotation 2,473,2015,19-Jul-15,JAD2,Position 3,13:20,0.7,18.01,6.95,4.66,0.121,0.05,1940,111,36.9,PNA
Rotation 2,474,2015,18-Jul-15,JAD2,Deepest Point,13:20,1.4,19.69,7.2,5.68,0.089,0.05,1490,85,36,PNA
Rotation 2,474,2015,18-Jul-15,JAD2,Position 2,13:20,1.3,19.68,7.18,5.55,0.09,0.05,1490,85,36,PNA
Rotation 2,474,2015,18-Jul-15,JAD2,Position 3,13:20,1.2,19.66,7.16,5.47,0.09,0.05,1490,85,36,PNA
Rotation 2,497,2015,25-Jul-15,JAD2,Deepest Point,13:00,1.4,16.2,7.3,1,0.5,0.25,2060,66,34.3,PNA
Rotation 2,497,2015,25-Jul-15,JAD2,Position 2,13:00,1,16.4,7.53,1.04,0.45,0.21,2060,66,34.3,PNA
Rotation 2,497,2015,25-Jul-15,JAD2,Position 3,13:00,0.8,16.66,7.83,1.18,0.427,0.2,2060,66,34.3,PNA
Rotation 2,498,2015,19-Jul-15,JGI,Deepest Point,13:15,2,18.4,7.22,1.2,0.387,0.19,1760,76,32.2,PNA
Rotation 2,498,2015,19-Jul-15,JGI,Position 2,13:15,1.3,18.46,7.19,1,0.403,0.19,1760,76,32.2,PNA
Rotation 2,498,2015,19-Jul-15,JGI,Position 3,13:15,1.3,18.77,7.2,2.47,0.415,0.19,1760,76,32.2,PNA
Rotation 2,499,2015,25-Jul-15,JGI,Deepest Point,13:10,1.5,20.67,7.84,8.93,0.151,0.07,2520,122,43.2,PNA
Rotation 2,499,2015,25-Jul-15,JGI,Position 2,13:10,1,20.9,8.29,9.64,0.15,0.07,2520,122,43.2,PNA
Rotation 2,499,2015,25-Jul-15,JGI,Position 3,13:10,0.8,20.93,8.46,9.57,0.15,0.07,2520,122,43.2,PNA
Rotation 2,512,2015,8-Jul-15,JAD2,Deepest Point,13:00,1.3,17.62,7.79,7.05,0.329,0.16,510,28,16.5,PNA
Rotation 2,512,2015,8-Jul-15,JAD2,Position 2,13:00,1,17.53,7.8,6.43,0.33,0.16,510,28,16.5,PNA
Rotation 2,512,2015,8-Jul-15,JAD2,Position 3,13:00,1,17.87,7.81,6.77,0.33,0.16,510,28,16.5,PNA
Rotation 2,513,2015,17-Jul-15,JAD2,Deepest Point,13:00,2,21.2,5.34,4.48,0.022,0.02,3300,146,34.2,PNA
Rotation 2,513,2015,17-Jul-15,JAD2,Position 2,13:00,2,21.21,5.28,4.51,0.022,0.02,3300,146,34.2,PNA
Rotation 2,513,2015,17-Jul-15,JAD2,Position 3,13:00,1.8,21.25,5.26,4.44,0.022,0.02,3300,146,34.2,PNA
Rotation 2,514,2015,9-Jul-15,SLO,Deepest Point,13:15,1.9,18.81,6.92,6.55,0.116,0.06,1660,149,28.9,PNA
Rotation 2,514,2015,9-Jul-15,SLO,Position 2,13:15,1.8,19.13,6.94,6.43,0.116,0.06,1660,149,28.9,PNA
Rotation 2,514,2015,9-Jul-15,SLO,Position 3,13:15,1.4,19.43,7.01,6.2,0.116,0.06,1660,149,28.9,PNA
Rotation 2,528,2015,23-Jul-15,JGI,Deepest Point,13:15,1.4,17.63,7.42,10.15,0.562,0.27,1970,50,29.1,PNA
Rotation 2,528,2015,23-Jul-15,JGI,Position 2,13:15,0.5,19.02,9.02,10.13,0.483,0.23,1970,50,29.1,PNA
Rotation 2,528,2015,23-Jul-15,JGI,Position 3,13:15,0.5,19.07,9.07,11.03,0.486,0.23,1970,50,29.1,PNA
Rotation 2,529,2015,21-Jul-15,JGI,Deepest Point,13:10,1.8,20.51,7.32,6.91,0.073,0.04,2060,97,45.7,PNA
Rotation 2,529,2015,21-Jul-15,JGI,Position 2,13:10,1.4,20.33,7.32,7.34,0.074,0.04,2060,97,45.7,PNA
Rotation 2,529,2015,21-Jul-15,JGI,Position 3,13:10,1.4,19.98,7.28,6.91,0.074,0.04,2060,97,45.7,PNA
Rotation 2,530,2015,18-Jul-15,JGI,Deepest Point,13:05,1,19.16,9.28,10.01,0.193,0.09,3760,62,41.9,PNA
Rotation 2,530,2015,18-Jul-15,JGI,Position 2,13:05,0.7,19.1,9.3,11.91,0.192,0.09,3760,62,41.9,PNA
Rotation 2,530,2015,18-Jul-15,JGI,Position 3,13:05,0.7,19.05,9.21,10.88,0.194,0.09,3760,62,41.9,PNA
Rotation 2,543,2015,9-Jul-15,JGO2,Deepest Point,13:00,1.3,18.52,7.45,4.45,0.054,0.03,1810,91,32.9,PNA
Rotation 2,543,2015,9-Jul-15,JGO2,Position 2,13:00,1.3,18.99,7.31,4.31,0.054,0.03,1810,91,32.9,PNA
Rotation 2,543,2015,9-Jul-15,JGO2,Position 3,13:00,1.1,18.51,7.21,3.98,0.054,0.03,1810,91,32.9,PNA
Rotation 2,544,2015,9-Jul-15,JAD2,Deepest Point,13:00,1.5,18.91,8.76,8.8,0.14,0.07,1090,59,31.8,PNA
Rotation 2,544,2015,9-Jul-15,JAD2,Position 2,13:00,1.4,18.8,8.7,8.7,0.14,0.07,1090,59,31.8,PNA
